"ID","goal","enddate","startdate","coinNum","teamSize","country_region","categories","overallrating","ratingTeam","ratingProduct","platform","acceptingCurrencyNum","whitepaper","video","socialMedia","GitHub","teamLinkedIn","teamPhotos","CEOPhoto","bitcoin.price","continent_region","duration"
903,"Y",2017-07-21,2017-06-22,3e+07,26,"China","Banking,Cryptocurrency",3.7,4,4,"Ethereum","1",1,1,2,1,0,1,0,2471.173324,"Asia",29
904,"Y",2017-10-15,2017-09-15,8500000,5,"UK","Real estate",2.4,2,2,"Bitshares","1",1,0,0,0,0,1,1,4330.813555,"Europe",30
905,"N",2018-04-27,2018-01-22,1e+08,4,"USA","Entertainment,Media",2.4,0,0,"Ethereum","unknown",1,0,3,0,0.75,1,0,9051.186381,"Americas",95
906,"N",2017-11-30,2017-10-30,1250200000,12,"Belarus","Platform,Cryptocurrency",3.4,3.9,4.1,"Ethereum","1",1,1,0,1,1,1,0,7718.528717,"Europe",31
907,"N",2018-05-26,2018-04-26,50,1,"Cayman Islands","Big Data,Infrastructure,Investment,Platform",3.6,4,3.5,"Ethereum","1",1,1,0,1,1,1,0,8754.197077,"Americas",30
908,"Y",2017-07-16,2017-06-28,4.77e+15,10,"USA","Cryptocurrency,Software",2.4,0,0,"Ethereum","1",1,1,0,0,0,1,0,2428.935277,"Americas",18
909,"N",2018-01-29,2017-12-01,4e+06,3,"USA","Business services,Platform",1.9,0,0,"unknown","1",1,1,0,1,1,1,0,14324.1217,"Americas",59
910,"N",2017-10-26,2017-10-02,1e+07,10,"Australia","Platform,Other",3.8,4.3,4.2,"Ethereum","1",1,1,3,0,0.8,1,1,5258.868398,"Oceania",24
911,"N",2018-01-31,2017-11-15,26600000,20,"Cyprus","Business services,Platform,Cryptocurrency,Banking,Communication",3.3,4.3,3.6,"Ethereum","unknown",1,0,0,1,0.6,1,0,13044.05513,"Asia",77
912,"Y",2017-06-09,2017-05-26,1e+08,2,"China","Platform",1.5,1.7,1,"unknown","4",1,0,0,0,0,1,0,2463.31801,"Asia",14
913,"Y",2018-03-22,2018-02-22,4e+08,19,"Switzerland","Business services,Health,Manufacturing,Software",3.8,3.9,3.7,"Ethereum","4",1,1,3,0,0.89,1,1,9671.075162,"Europe",28
914,"Y",2017-12-01,2017-11-01,6e+07,15,"Russia","Entertainment,Platform",3.6,2.8,3.5,"Ethereum","1",1,1,3,1,0.71,1,1,7915.148028,"Europe",30
915,"N",2017-12-15,2017-12-01,4e+07,10,"USA","Real estate,Cryptocurrency",2.9,4.6,4.6,"unknown","1",1,0,0,0,1,1,1,14758.18672,"Americas",14
916,"N",2018-01-31,2018-01-01,4e+07,9,"Thailand","Platform",3,4.2,3.6,"Ethereum","unknown",1,0,0,0,1,1,0,13085.55809,"Asia",30
917,"Y",2018-05-01,2018-02-19,5.5e+08,17,"Russia","Business services,Big Data,Artificial Intelligence,Internet",3.5,5,4,"Ethereum","1",1,1,3,1,0.41,1,1,8819.13444,"Europe",71
918,"N",2018-05-05,2018-03-20,27,14,"Netherlands","Charity",2.6,0,0,"Ethereum","4",1,1,0,0,1,1,0,8219.29808,"Europe",46
919,"Y",2018-01-26,2018-01-19,2.75e+08,15,"British Virgin Islands","Entertainment,Casino & Gambling",3.3,2.9,3,"Ethereum","1",1,1,3,0,0.93,1,1,11462.08777,"Americas",7
920,"Y",2018-03-14,2018-01-15,5e+07,15,"Seychelles","Business services,Communication,Infrastructure,Legal,Retail",3.4,0,0,"Ethereum","1",1,1,0,1,1,1,0,10185.47074,"Africa",58
921,"N",2018-01-10,2017-12-10,13300000,2,"Switzerland","Other,Investment",2,0,0,"Ethereum","1",1,0,0,0,1,1,0,15901.52188,"Europe",31
922,"N",2018-06-10,2018-04-30,9.4e+08,7,"Slovenia","Banking,Business services",2.5,0,0,"Ethereum","1",1,1,0,0,1,1,0,8251.190476,"Europe",41
923,"Y",2018-05-25,2018-04-25,700,26,"Seychelles","Platform,Entertainment,Business services",1.9,1.8,1.6,"Ethereum","1",1,1,0,1,0,1,1,8802.257088,"Africa",30
924,"N",2018-05-26,2018-04-09,0,16,"Cayman Islands","Cryptocurrency,Business services,Investment",3.8,4.3,5,"Ethereum","4",1,1,0,1,1,1,0,8551.894979,"Americas",47
925,"Y",2018-01-24,2018-01-15,3.4e+07,20,"Switzerland","Cryptocurrency",3.3,3.7,3,"Ethereum","2",1,1,2,1,1,1,1,11723.97012,"Europe",9
926,"Y",2018-02-28,2017-11-20,6.5e+08,11,"China","Banking,Business services",2.5,3,3.1,"Ethereum","1",1,1,0,1,0,0.55,1,12316.13339,"Asia",100
927,"Y",2017-10-12,2017-09-13,314159265,15,"USA","Platform",2.3,2,2,"unknown","1",1,1,0,1,0.93,1,0,4137.852344,"Americas",29
928,"N",2018-02-14,2018-02-01,5e+09,12,"United Kingdom","Investment",2.8,0,0,"Ethereum","4",1,1,1,0,1,1,1,8468.409319,"Europe",13
929,"N",2018-02-28,2017-11-30,0,3,"Belgium","Platform,Cryptocurrency,Business services,Investment,Software",2.1,0,0,"WAVES","2",1,0,0,1,0,1,0,12694.77289,"Europe",90
930,"N",2018-05-31,2018-04-20,1.6e+07,7,"Poland","Charity",2.5,2.6,2.3,"Ethereum","5",1,0,0,0,0.57,1,0,8625.609282,"Europe",41
931,"Y",2017-12-20,2017-12-13,4.5e+08,21,"Singapore","Software,Platform,Business services",3.8,4.3,3.4,"Ethereum","1",1,1,2,1,1,1,0,17854.09985,"Asia",7
932,"N",2018-01-15,2017-12-01,1e+07,16,"Ukraine","Platform,Cryptocurrency,Business services,Investment",2.7,3.3,3.3,"Ethereum","3",1,1,0,1,0.69,1,0,15197.24346,"Europe",45
933,"Y",2017-12-01,2017-11-16,8.8e+08,16,"USA","Infrastructure,Electronics",2.3,4,4,"unknown","unknown",1,1,3,1,0,1,1,8832.603668,"Americas",15
934,"N",2018-02-28,2018-02-01,7e+06,4,"British Virgin Islands","Business services,Education,Legal,Tourism",2.5,0,0,"Ethereum","1",1,1,0,0,1,1,0,9472.001151,"Americas",27
935,"N",2018-01-14,2017-12-14,0,9,"Jersey","Cryptocurrency",2.2,3,2,"Ethereum","3",1,0,0,1,0.11,0.78,1,15567.23434,"Europe",31
936,"N",2018-03-12,2018-02-12,0,6,"Panama","Casino & Gambling",1.3,1.8,1.6,"unknown","unknown",0,0,0,0,0,1,0,10255.81351,"Americas",28
937,"Y",2017-04-17,2017-03-19,6666666,1,"Switzerland","Entertainment,Platform,Cryptocurrency",1.2,1,1,"unknown","1",0,1,0,0,0,1,0,1106.466144,"Europe",29
938,"Y",2018-04-20,2018-02-07,1.44e+08,17,"France","Platform",2.9,4.4,2,"Ethereum","6",1,1,3,0,1,1,1,8833.834125,"Europe",72
939,"N",2018-02-28,2017-11-27,2e+08,14,"USA","Platform,Business services,Infrastructure,Health",3.2,4.2,4.1,"Ethereum","4",1,1,0,1,1,1,1,12606.27758,"Americas",93
940,"Y",2017-11-30,2017-11-01,1181031,17,"South Korea","Cryptocurrency,Platform",3.4,4,4,"Ethereum","1",1,1,0,1,0.94,1,1,7813.132975,"Asia",29
941,"N",2017-12-15,2017-11-20,1172500000,18,"Russia","Software,Smart Contract,Health",3.3,2.9,2.9,"Ethereum","1",1,1,0,1,0.61,1,0,12319.6746,"Europe",25
942,"Y",2017-09-10,2017-08-10,7e+07,14,"USA","Internet,Platform,Communication",3.1,3.4,3.9,"unknown","unknown",1,1,2,1,0,1,0,4281.695938,"Americas",31
943,"Y",2017-11-29,2017-11-29,1e+09,19,"USA","Internet",3.2,4,2.7,"unknown","unknown",1,1,0,1,1,1,0,9888.610352,"Americas",0
944,"Y",2018-02-28,2018-01-15,1e+07,19,"Gibraltar","Platform,Investment,Smart Contract,Software",2.9,0,0,"Ethereum","1",1,1,1,1,0.68,1,0,10216.3852,"Europe",44
945,"N",2017-09-24,2017-08-25,2.1e+08,10,"Chile","Business services",3.1,3,3.5,"Ethereum","1",1,1,0,0,0.7,1,1,4147.959339,"Americas",30
946,"Y",2018-01-18,2017-11-18,8e+06,4,"Switzerland","Other",1.9,0,0,"Ethereum","unknown",1,1,0,0,0.75,0,0,13677.29965,"Europe",61
947,"N",2018-06-11,2018-05-11,1e+08,9,"Singapore","Software",2.7,4,4,"unknown","3",1,1,0,0,0.67,1,0,7810.216248,"Asia",31
948,"N",2018-03-31,2018-03-14,4.25e+08,5,"Switzerland","Smart Contract",2.4,0,0,"Ethereum","2",1,0,0,0,0.4,1,1,8184.535563,"Europe",17
949,"N",2017-11-20,2017-09-21,5.6e+08,5,"Russia","Cryptocurrency,Business services,Investment,Banking",2.4,0,0,"Ethereum","1",1,0,0,0,0.2,1,0,5725.421143,"Europe",60
950,"N",2017-12-24,2017-11-28,2.5e+08,24,"USA","Software,Business services",2.8,0,0,"Ethereum","2",1,1,0,1,0.88,1,0,14887.67444,"Americas",26
951,"Y",2018-02-16,2017-12-01,122400000,22,"Singapore","Investment,Platform",3,3.6,3.3,"Waves","unknown",1,1,0,1,0.41,1,1,13060.67606,"Asia",77
952,"N",2018-01-06,2017-11-22,5e+08,11,"Marshall Islands","Business services,Software",1.8,0,0,"Ethereum","2",1,1,0,0,0,0,0,14156.20086,"Oceania",45
953,"Y",2018-02-18,2017-11-01,8e+08,16,"Russia","Other",3.5,4,4,"unknown","3",1,1,0,1,0,1,0,11589.01111,"Europe",109
954,"N",2018-01-31,2017-12-28,0,3,"Belize","Banking,Cryptocurrency",1.5,0,0,"CryptoNote","unknown",1,0,0,0,0,1,0,13200.67433,"Americas",34
955,"N",2018-01-27,2018-01-06,0,3,"UK","Software,Cryptocurrency,Entertainment",1.5,1,1,"Waves","4",1,0,0,1,0.33,1,1,12971.50914,"Europe",21
956,"Y",2017-12-29,2017-11-29,5e+07,11,"Russia","Business services,Platform",2.8,4,3.5,"Ethereum","5",1,0,0,0,0.36,1,0,15068.90354,"Europe",30
957,"Y",2018-06-05,2018-04-20,3e+08,14,"Estonia","Artificial Intelligence,Education,Electronics,Infrastructure,Internet,Platform,Software",3.9,3,3.3,"Ethereum","1",1,1,0,0,0.77,1,1,8517.637664,"Europe",46
958,"N",2018-03-02,2018-02-01,99996000,8,"Switzerland","Investment",2.3,0,0,"Ethereum","unknown",1,1,0,1,0.75,0.75,0,9575.114421,"Europe",29
959,"N",2018-02-15,2017-11-26,1.5e+09,8,"Singapore","Platform,Cryptocurrency,Business services,Investment",1.6,0,0,"Waves","unknown",1,0,0,1,0,0,0,12900.3505,"Asia",81
960,"Y",2017-07-25,2017-07-12,1.3e+07,4,"China","Investment,Cryptocurrency",2.5,0,0,"Ethereum","1",1,0,0,1,1,0,0,2435.478568,"Asia",13
961,"Y",2017-10-25,2017-08-26,4900000,8,"Russia","Communication",2.3,0,0,"Waves","3",1,0,0,0,0,1,0,4571.825564,"Europe",60
962,"N",2018-04-02,2018-03-03,2.64e+08,11,"Germany","Business services,Retail,Platform",3.3,3.7,3.5,"Ethereum","3",1,1,0,1,1,1,0,8778.964497,"Europe",30
963,"Y",2018-02-20,2017-12-20,7.5e+07,5,"Romania","Cryptocurrency,Business services,Investment,Communication",2.6,3,2.3,"Ethereum","1",1,1,0,1,1,1,0,12160.70368,"Europe",62
964,"Y",2018-05-23,2018-03-14,1.25e+08,19,"Slovenia","Communication,Cryptocurrency,Entertainment,Internet,Media,Platform,Smart Contract",2.9,0,0,"Ethereum","1",1,1,0,1,0.79,1,1,8324.079136,"Europe",70
965,"Y",2017-12-31,2017-09-10,10100000,18,"Estonia","Cryptocurrency,Platform",3.4,4.2,4.2,"Ethereum","4",1,1,0,1,0,0,0,8462.878841,"Europe",112
966,"Y",2017-10-10,2017-08-22,1.8e+08,34,"Singapore","Investment,Real estate,Platform,Cryptocurrency",4.2,4.4,4,"Ethereum","1",1,1,3,1,0.73,1,0,4210.391201,"Asia",49
967,"N",2017-10-09,2017-09-09,0,2,"Australia","Business services,Cryptocurrency,Investment",1.8,0,0,"Ethereum","1",0,0,0,1,1,1,0,4055.524839,"Oceania",30
968,"N",2017-08-29,2017-08-01,150000,6,"Germany","Banking,Cryptocurrency",2.3,0,0,"unknown","unknown",1,0,0,1,0.83,1,0,3829.034483,"Europe",28
969,"N",2018-04-30,2018-03-01,1.1e+07,10,"Spain","Investment,Cryptocurrency,Casino & Gambling",2.5,0,0,"Waves","4",1,0,0,0,0.3,1,0,8545.330638,"Europe",60
970,"Y",2018-05-30,2018-03-30,3.03e+08,20,"Belize","Entertainment,Communication,Big Data,Artificial Intelligence,Software",4.2,4.5,3.9,"Ethereum","2",1,1,0,1,1,1,1,8215.46304,"Americas",61
971,"Y",2018-04-14,2018-01-31,14070000,9,"Pakistan","Banking",2,0,0,"Waves","3",1,0,0,0,0,1,0,8860.270825,"Asia",73
972,"Y",2018-04-22,2018-04-15,1e+08,9,"UK","Cryptocurrency,Investment,Other",3.2,3.7,4.2,"Ethereum","1",1,1,0,1,1,1,0,8411.433716,"Europe",7
973,"Y",2018-04-22,2018-03-22,5.2e+07,22,"Seychelles","Artificial Intelligence,Big Data,Cryptocurrency,Infrastructure,Platform,Smart Contract,Software",3.6,3.9,2.6,"Ethereum","1",1,1,3,0,0.79,0.08,0,7720.492798,"Africa",31
974,"N",2018-02-05,2018-01-05,0,7,"Russia","Business services,Entertainment,Infrastructure,Software,Investment",1.9,0,0,"Ethereum","unknown",1,0,0,0,0,1,0,12144.41502,"Europe",31
975,"Y",2017-11-29,2017-10-29,1.53e+09,18,"Switzerland","Platform,Cryptocurrency,Business services,Investment,Internet,Software",3.4,3,2,"unknown","1",1,1,0,1,0.83,1,1,7591.036545,"Europe",31
976,"Y",2017-10-19,2017-09-19,1.05e+09,14,"USA","Communication,Internet",4.2,4.5,3.9,"Ethereum","1",1,1,1,1,0.93,1,0,4579.835158,"Americas",30
977,"Y",2018-03-07,2018-02-08,6.6e+07,24,"Singapore","Investment,Platform",4,4.8,3.5,"Ethereum","1",1,1,3,0,0.96,1,1,10171.09726,"Asia",27
978,"Y",2018-05-28,2018-05-14,5e+08,12,"Switzerland","Artificial Intelligence,Big Data,Smart Contract",4.1,4.7,3.7,"Ethereum","1",1,1,0,1,1,1,1,7976.525293,"Europe",14
979,"Y",2018-03-02,2018-02-09,1.3e+08,16,"UK","Platform,Investment",4.1,4.4,4,"Ethereum","3",1,1,0,0,1,1,0,10054.73014,"Europe",21
980,"N",2018-05-20,2018-04-20,212062500,6,"Lithuania","Cryptocurrency,Smart Contract",2.6,0,0,"Ethereum","1",1,0,0,0,0.83,1,1,8998.585481,"Europe",30
981,"N",2017-11-30,2017-10-31,9.5e+07,5,"Ukraine","Cryptocurrency",2.3,0,0,"Waves","4",1,1,0,0,0.8,1,0,7769.754489,"Europe",30
982,"N",2018-05-17,2018-04-17,5e+08,14,"Germany","Artificial Intelligence,Platform",3.1,4,5,"Ethereum","1",1,1,2,1,0.71,1,1,8977.566769,"Europe",30
983,"Y",2018-03-31,2018-02-19,1e+08,8,"Italy","Communication,Cryptocurrency,Platform,Smart Contract",2.5,3,3,"Ethereum","1",1,0,0,1,0.88,1,0,9386.604171,"Europe",40
984,"Y",2018-01-10,2018-01-09,7e+06,12,"USA","Entertainment,Casino & Gambling,Sports",4.1,4,4,"Ethereum","1",1,1,0,1,0.9,1,0,14784.3501,"Americas",1
985,"Y",2017-10-31,2017-09-10,9.9e+07,11,"Russia","Sports",3.4,3.3,3,"Ethereum","2",1,1,0,1,0.73,1,0,4765.171528,"Europe",51
986,"Y",2017-10-01,2017-09-01,2.5e+08,5,"Japan","Internet,Platform,Media",3.3,0,0,"Ethereum","1",1,1,3,1,0,1,1,4075.768696,"Asia",30
987,"N",2018-03-22,2017-12-11,0,20,"USA","Business services,Cryptocurrency,Platform,Health",3.7,4.3,3.1,"Ethereum","4",1,1,0,1,1,1,1,11939.57169,"Americas",101
988,"N",2018-06-03,2018-01-31,200,19,"Philippines","Platform",2.1,3,2,"Ethereum","1",1,1,0,0,0.89,1,0,8722.486942,"Asia",123
989,"Y",2017-12-17,2017-12-07,1.5e+08,20,"Switzerland","Platform,Business services",3.6,0,0,"Ethereum","4",1,1,0,0,1,0.85,0,17161.10929,"Europe",10
990,"Y",2017-09-04,2017-08-28,1e+08,4,"Estonia","Retail",2,0,0,"Ethereum","unknown",0,1,0,0,1,1,0,4565.052491,"Europe",7
991,"Y",2018-05-31,2018-03-01,4.41e+08,26,"Estonia","Platform,Software,Communication",4.2,4.3,3.8,"Ethereum","1",1,1,3,1,1,1,0,8513.54455,"Europe",91
992,"N",2018-01-22,2017-12-18,6.3e+07,11,"South Korea","Cryptocurrency,Software",2.3,0,0,"Ethereum","1",1,1,0,0,0,1,0,14451.50827,"Asia",35
993,"Y",2018-01-03,2017-12-01,343192038,14,"Switzerland","Business services,Infrastructure",3.7,4.4,4.2,"Ethereum","1",1,1,2,1,0.86,1,1,15234.19706,"Europe",33
994,"Y",2018-05-20,2018-04-20,6e+07,9,"India","Internet,Media,Platform",4.3,4.6,4.2,"Ethereum","1",1,1,0,1,1,1,1,8998.585481,"Asia",30
995,"N",2017-12-15,2017-10-13,0,8,"Russia","Manufacturing",2,0,0,"Waves","1",1,0,0,0,0,1,0,8859.454987,"Europe",63
996,"Y",2018-02-15,2018-01-15,7e+08,6,"Seychelles","Cryptocurrency,Platform,Smart Contract,Software",2.9,2.7,2.2,"Ethereum","4",1,1,3,0,0,1,0,10101.41977,"Africa",31
997,"N",2018-04-30,2018-03-30,11430800,14,"Russia","Communication,Media,Virtual Reality",2.5,0,0,"Waves","unknown",1,1,0,0,0.43,1,1,7964.748398,"Europe",31
998,"N",2018-02-25,2018-02-09,7.5e+08,7,"Canada","Sports,Cryptocurrency,Tourism",2.5,2,2,"NXT","5",1,0,3,0,0.43,1,1,9863.321318,"Americas",16
999,"Y",2018-03-16,2018-02-09,4e+07,36,"Ukraine","Media",4.2,4.2,4.1,"Ethereum","11",1,1,2,1,0.97,1,1,9916.980889,"Europe",35
1000,"Y",2017-06-30,2017-05-31,2e+07,11,"Estonia","Banking",2.5,4,4,"Ethereum","unknown",1,1,0,0,1,1,1,2624.920654,"Europe",30
1001,"N",2017-11-30,2017-11-08,23302500,12,"Russia","Platform,Business services,Software,Communication",2.5,2.3,1,"Ethereum","2",1,1,0,0,0.67,1,0,8016.779106,"Europe",22
1002,"Y",2018-04-06,2018-03-05,13800000,8,"British Virgin Islands","Entertainment,Platform",2.6,2,1,"Ethereum","2",1,1,0,1,0.75,1,0,8391.010284,"Americas",32
1003,"N",2018-05-07,2018-03-07,1.5e+08,1,"Spain","Banking,Investment",1.9,0,0,"Ethereum","1",1,1,0,0,1,1,1,8396.093199,"Europe",61
1004,"N",2018-05-16,2018-03-15,2.1e+07,2,"USA","Other,Investment,Internet,Entertainment,Education,Cryptocurrency,Communication,Charity,Art,Platform,Smart Contract",2,0,0,"Ethereum","2",1,1,0,0,1,1,1,8343.103175,"Americas",62
1005,"N",2018-03-13,2018-02-12,0,9,"Estonia","Artificial Intelligence,Big Data,Health",2.3,3,2,"Ethereum","1",1,1,0,0,0,1,0,10220.44805,"Europe",29
1006,"N",2017-10-29,2017-09-29,2e+08,1,"UK","Casino & Gambling",0.8,1,1,"unknown","unknown",0,1,0,0,0,1,0,5227.905478,"Europe",30
1007,"Y",2018-03-31,2017-11-06,2.4e+08,13,"UK","Banking,Business services,Cryptocurrency",3.3,3.4,2.8,"Ethereum","2",1,1,0,1,1,1,0,11121.92509,"Europe",145
1008,"Y",2017-08-24,2017-07-20,1.2e+09,10,"Latvia","Other",2,0,0,"Ethereum","6",1,1,0,0,0,1,0,3380.551948,"Europe",35
1009,"Y",2018-03-31,2017-12-01,699500000,20,"UK","Platform,Retail,Infrastructure,Real estate",3.7,3.2,3,"Ethereum","1",1,1,0,1,0.7,1,0,11778.90912,"Europe",120
1010,"N",2017-12-30,2017-12-01,5.1e+09,5,"Russia","Platform",2.3,0,0,"Ethereum","1",1,0,0,1,0,1,0,15332.2,"Europe",29
1011,"N",2018-05-31,2018-05-01,2e+06,12,"Czech Republic","Cryptocurrency,Energy,Infrastructure,Investment,Smart Contract",2.9,3.4,3.6,"Ethereum","2",1,1,0,0,0.58,1,0,8450.997732,"Europe",30
1012,"N",2018-05-27,2018-05-01,0,9,"Estonia","Cryptocurrency,Platform",2.2,3,2.5,"Ethereum","3",1,1,0,0,0,1,0,8610.061469,"Europe",26
1013,"Y",2018-05-18,2018-04-18,2.5e+08,19,"British Virgin Islands","Communication,Cryptocurrency,Entertainment,Investment,Platform,Smart Contract",4,4,4,"Ethereum","1",1,1,0,1,1,1,1,8988.820958,"Americas",30
1014,"Y",2017-08-20,2017-08-06,1.25e+08,2,"USA","Business services,Cryptocurrency",3.4,0,0,"NEBL","3",1,1,1,1,1,1,1,3866.834668,"Americas",14
1015,"Y",2018-01-11,2017-11-01,2.84e+08,20,"UK","Platform,Cryptocurrency,Investment,Communication,Internet",3.4,3.6,2.7,"Ethereum","1",1,1,2,0,1,1,1,12187.9804,"Europe",71
1016,"N",2018-04-29,2018-04-14,1.2e+08,9,"Nigeria","Cryptocurrency,Infrastructure,Investment,Platform",2.6,0,0,"Ethereum","2",1,1,0,1,1,1,1,8736.746887,"Africa",15
1017,"N",2018-04-07,2018-03-03,2.8e+07,16,"Slovenia","Platform,Cryptocurrency,Business services",3.5,4.1,3.2,"Ethereum","1",1,1,0,1,1,1,0,8522.686917,"Europe",35
1018,"N",2017-11-25,2017-10-14,0,6,"Singapore","Business services",2.3,1,1,"Ethereum","1",1,0,0,0,1,1,0,6759.423238,"Asia",42
1019,"N",2018-04-13,2018-03-16,210,3,"United States","Business services,Artificial Intelligence,Media,Software",2.6,0,0,"Ethereum","1",1,0,0,1,1,1,0,7680.357557,"Americas",28
1020,"Y",2018-05-10,2018-04-04,1.8e+08,20,"United States","Cryptocurrency",2.9,3,3,"Ethereum","3",1,1,0,0,0.83,1,0,8484.140797,"Americas",36
1021,"N",2018-04-19,2018-03-20,2e+07,11,"UK","Charity",3.7,4.3,3.2,"Ethereum","2",1,1,0,1,0.82,1,1,7688.859659,"Europe",30
1022,"N",2017-09-09,2017-08-08,1e+09,7,"Singapore","Investment",1.6,3,2,"Waves","unknown",0,1,0,0,1,1,0,4231.931515,"Asia",32
1023,"Y",2018-02-28,2018-01-23,17200000,15,"UK","Investment,Platform,Cryptocurrency",3.3,3.2,4.2,"Ethereum","1",1,1,0,0,1,1,0,9857.444151,"Europe",36
1024,"N",2018-03-09,2018-01-19,4500000,4,"United States","Cryptocurrency",1,1,1,"Ethereum","unknown",1,0,0,0,0,0,1,10157.09129,"Americas",49
1025,"Y",2018-04-01,2017-11-29,33600000,19,"Russia","Business services",4,4.2,4.1,"Ethereum","6",1,1,0,1,1,1,0,11711.4068,"Europe",123
1026,"Y",2018-06-01,2018-05-01,7.5e+08,14,"UK","Entertainment,Casino & Gambling,Investment,Platform,Software",4,3.9,3.9,"Ethereum","3",1,1,0,1,1,1,1,8422.574371,"Europe",31
1027,"Y",2018-03-26,2018-01-25,5.2e+07,1,"United Arab Emirates","Investment,Real estate",2.4,0,0,"Ethereum","2",1,1,0,1,1,1,0,9605.534964,"Asia",60
1028,"Y",2018-05-15,2018-04-17,3.5e+07,23,"Singapore","Big Data,Business services,Cryptocurrency,Internet,Platform,Software",4.3,4.3,4.1,"Ethereum","4",1,1,0,1,1,1,1,9029.01448,"Asia",28
1029,"N",2017-10-31,2017-09-30,6.5e+07,7,"UK","Cryptocurrency,Media",3.1,2,1,"Ethereum","1",1,0,3,0,0.29,1,1,5328.154053,"Europe",31
1030,"Y",2018-02-28,2017-10-31,5e+07,14,"Singapore","Platform,Entertainment",3.8,4,3.6,"Ethereum","5",1,1,3,1,1,1,0,11453.33159,"Asia",120
1031,"N",2018-06-10,2018-04-20,4.5e+09,4,"Turkey","Health,Platform",2.9,0,0,"Ethereum","1",1,0,0,0,0.75,1,0,8415.463661,"Asia",51
1032,"Y",2018-04-25,2018-01-31,26990000,17,"Belize","Investment",2.8,4,4,"Stellar","2",1,1,0,0,0.12,0.88,0,8828.536834,"Americas",84
1033,"N",2017-11-13,2017-10-15,3e+07,23,"USA","Cryptocurrency,Platform",2.1,0,0,"unknown","unknown",1,0,0,0,0.78,0.17,0,6328.532308,"Americas",29
1034,"Y",2017-12-19,2017-12-18,5e+08,9,"Singapore","Platform,Entertainment",3,4,4,"QTUM","3",1,1,0,0,0,0.89,1,18445.44922,"Asia",1
1035,"N",2017-12-07,2017-11-22,0,15,"Russia","Platform",2.3,1,1,"Ethereum","unknown",1,1,0,0,0.27,1,0,10737.83365,"Europe",15
1036,"Y",2018-03-19,2018-03-16,1e+10,18,"Singapore","Smart Contract,Artificial Intelligence,Big Data,Banking,Cryptocurrency,Platform",3.5,0,0,"Ethereum","1",1,1,0,1,0,1,1,8277.389893,"Asia",3
1037,"Y",2015-10-01,2015-08-17,1.1e+07,13,"USA","Platform,Software",4,5,4.6,"Ethereum","2",1,1,2,1,0.54,1,0,231.9636738,"Americas",45
1038,"Y",2018-04-28,2018-03-28,1.2e+08,14,"Switzerland","Communication,Entertainment,Media",3.4,4,2.9,"Steem","4",1,1,2,0,0.79,1,1,7854.140595,"Europe",31
1039,"Y",2018-03-13,2018-01-30,7e+06,22,"Estonia","Entertainment,Cryptocurrency,Sports",3.9,4.1,3.9,"Ethereum","3",1,1,3,1,0.95,1,0,9732.071198,"Europe",42
1040,"Y",2017-12-17,2017-11-17,869474423,23,"Germany","Platform,Investment",3.6,0,0,"Ethereum","1",1,0,2,0,0.82,1,1,12338.23778,"Europe",30
1041,"N",2017-11-15,2017-10-15,1.2e+08,3,"Russia","Internet",2.3,3,3,"Ethereum","unknown",1,1,0,1,0,1,0,6368.976852,"Europe",31
1042,"N",2018-06-11,2018-04-02,1.2e+08,9,"Australia","Cryptocurrency",2.3,0,0,"Ethereum","4",1,0,0,0,0,1,0,8146.197733,"Oceania",70
1043,"Y",2018-05-11,2018-03-01,1.5e+08,10,"England","Real estate,Energy,Cryptocurrency",2.4,0,0,"Ehtereum","2",1,0,0,0,1,1,0,8666.61263,"Europe",71
1044,"N",2018-04-30,2018-04-01,3e+05,3,"Netherlands","Investment,Real estate",2,0,0,"Ethereum","1",1,1,0,0,0,1,1,8033.596631,"Europe",29
1045,"N",2018-06-01,2018-04-01,4e+08,10,"USA","Media,Platform,Internet",2.5,0,0,"Ethereum","1",1,1,0,0,0.9,1,1,8234.359336,"Americas",61
1046,"Y",2018-02-19,2017-11-20,2e+08,14,"Luxembourg","Platform,Entertainment",3.8,4.2,4.2,"Ethereum","2",1,1,0,0,1,1,0,12506.10077,"Europe",91
1047,"N",2018-01-15,2017-12-15,1e+08,8,"Russia","Communication,Internet,Media",1.7,2.2,2,"Ethereum","unknown",0,0,0,0,0,1,0,15481.47809,"Europe",31
1048,"Y",2017-12-21,2017-11-21,7e+08,15,"USA","Platform,Retail",3.3,0,0,"Ethereum","1",1,1,3,0,0.67,1,0,13550.5645,"Americas",30
1049,"N",2018-05-10,2017-09-30,0,9,"Germany","Retail,Other",2.3,4,3,"Ethereum","1",1,1,0,0,0.67,1,1,9710.494491,"Europe",222
1050,"N",2017-12-20,2017-10-20,2500000,7,"France","Cryptocurrency,Internet,Education",1.8,1,1,"Ethereum","1",1,0,0,1,1,1,0,9989.859981,"Europe",61
1051,"Y",2018-05-21,2018-03-27,7.5e+07,20,"Estonia","Entertainment,Cryptocurrency,Platform,Tourism",4.1,4.4,3.6,"Ethereum","2",1,1,0,1,1,1,0,8301.886588,"Europe",55
1052,"N",2018-01-04,2017-12-05,1.5e+08,5,"Singapore","Platform,Business services,Investment,Infrastructure",2.5,0,0,"Ethereum","1",1,0,1,0,0,1,1,15759.07422,"Asia",30
