"ID","goal","enddate","startdate","coinNum","teamSize","country_region","categories","overallrating","ratingTeam","ratingProduct","platform","acceptingCurrencyNum","whitepaper","video","socialMedia","GitHub","teamLinkedIn","teamPhotos","CEOPhoto","bitcoin.price","continent_region","duration"
1,"N",2018-04-15,2018-03-01,12750000,14,"Estonia","Charity,Education,Health,Smart Contract",2.6,2.4,2.4,"Ethereum","1",1,1,0,0,0.86,1,0,8446.783033,"Europe",45
2,"N",2017-08-25,2017-07-25,0,13,"Singapore","Infrastructure",2.1,0,0,"unknown","1",1,1,0,1,0,1,0,3509.085312,"Asia",31
3,"Y",2017-11-23,2017-11-18,2.22e+09,9,"Singapore","Platform,Business services",2.5,0,0,"Ethereum","unknown",1,0,3,0,0,1,0,8065.143229,"Asia",5
4,"Y",2018-05-18,2018-04-22,4.5e+07,7,"Mexico","Internet,Infrastructure,Cryptocurrency,Business services,Big Data,Banking,Artificial Intelligence,Legal,Real estate,Smart Contract,Software",2.1,1,2,"Ethereum","2",1,0,0,0,0,1,1,9053.863336,"Americas",26
5,"Y",2018-02-02,2018-02-01,8e+07,20,"Gibraltar","Platform,Infrastructure,Energy",4.3,4.4,4,"Ethereum","1",1,1,2,1,1,1,0,9000.64502,"Europe",1
6,"N",2018-04-30,2018-03-12,1.2e+08,10,"South Africa","Platform,Cryptocurrency,Internet,Media,Retail",3.5,3.3,3.3,"Ethereum","1",1,1,3,1,0.9,1,1,8134.590176,"Africa",49
7,"N",2018-04-23,2018-03-24,1e+07,4,"Switzerland","Smart Contract,Cryptocurrency",2.5,0,0,"Ethereum","unknown",1,1,0,1,1,1,1,7689.630954,"Europe",30
8,"Y",2017-12-06,2017-11-06,5.1e+07,22,"UK","Banking,Platform,Software",3.5,4.2,3.6,"Ethereum","3",1,0,3,1,0.95,1,0,8702.96319,"Europe",30
9,"Y",2017-10-08,2017-09-08,6e+06,7,"Russia","Infrastructure,Platform",3.3,3,3,"Ethereum","1",1,1,0,1,0.29,1,1,4038,"Europe",30
10,"N",2017-11-30,2017-11-01,0,13,"Estonia","Cryptocurrency,Internet,Investment,Energy",2,0,0,"Ethereum","unknown",1,0,0,0,0.23,1,0,7813.132975,"Europe",29
11,"N",2017-10-31,2017-10-01,0,7,"USA","Platform,Investment,Cryptocurrency",2.1,1,1,"Ethereum","1",1,0,3,1,0,0.57,0,5360.071604,"Americas",30
12,"Y",2018-04-29,2018-04-01,3e+07,12,"Japan","Business services",2.3,0,0,"Ethereum","3",1,1,0,0,0,1,1,7991.977556,"Asia",28
13,"N",2018-03-03,2018-02-03,0,4,"United Kingdom","Artificial Intelligence,Investment,Big Data",1.9,4,4,"Ethereum","2",1,0,0,0,0,0,0,9680.753199,"Europe",28
14,"N",2018-02-15,2018-01-15,1e+08,3,"United Arab Emirates","Platform,Other",1.8,3,3,"EOS","1",1,1,0,0,0,0,0,10101.41977,"Asia",31
15,"Y",2017-09-30,2017-08-30,29999997,6,"Switzerland","Health",2.5,0,0,"Litecoin","3",1,1,0,1,0,1,0,4100.430603,"Europe",31
16,"N",2017-10-31,2017-09-11,0,10,"Russia","Business services,Investment,Energy",3.4,3.2,3,"Ethereum","1",1,1,0,1,0.9,1,1,4777.764304,"Europe",50
17,"N",2018-06-11,2018-03-11,3e+07,8,"USA","Media",2.3,0,0,"Ethereum","1",1,1,0,0,0.88,1,0,8177.68289,"Americas",92
18,"N",2018-05-29,2018-03-06,0,8,"Cyprus","Infrastructure,Real estate,Tourism",2.8,0,0,"Ethereum","4",1,0,0,1,0.5,1,0,8373.322455,"Asia",84
19,"Y",2018-01-12,2018-01-08,187500000,14,"USA","Artificial Intelligence,Business services",2.9,3,3,"Ethereum","2",1,1,3,1,1,1,1,14425.03984,"Americas",4
20,"N",2017-12-18,2017-11-16,0,4,"Bulgaria","Other",1.5,0,0,"WAVES","10",1,0,0,0,0,1,0,12408.22001,"Europe",32
21,"N",2018-03-19,2018-02-19,4e+08,1,"Russia","Investment",1.3,1,1,"WAVES","3",1,0,0,0,0,1,1,9903.771047,"Europe",28
22,"Y",2017-08-11,2017-07-10,3e+06,9,"United Arab Emirates","Cryptocurrency",2.8,0,0,"Ethereum","2",1,1,0,1,0,1,0,2725.633626,"Asia",32
23,"N",2018-04-27,2018-04-10,142975000,23,"USA","Cryptocurrency,Casino & Gambling,Entertainment,Platform,Software",3.6,3.5,3.5,"Ethereum","3",1,0,3,1,0.96,1,0,8367.148844,"Americas",17
24,"N",2018-05-15,2018-02-15,2e+08,9,"USA","Legal,Cryptocurrency,Platform,Real estate,Smart Contract",3.9,4.6,4.3,"Ethereum","7",1,1,0,0,1,0.88,1,8945.671235,"Americas",89
25,"Y",2018-05-20,2018-04-20,2.4e+07,11,"Singapore","Platform,Cryptocurrency,Software",3.2,3.2,2.7,"Ethereum","4",1,1,0,1,0.91,1,0,8998.585481,"Asia",30
26,"Y",2018-03-11,2018-02-11,122400000,16,"Cyprus","Business services,Investment,Internet",3,3.1,2.6,"Ethereum","1",1,1,0,1,1,1,0,10218.73938,"Asia",28
27,"Y",2018-05-31,2018-03-01,1,10,"India","Cryptocurrency,Investment,Media,Software",4.3,3.9,4.4,"Ethereum","1",1,1,0,1,1,1,0,8513.54455,"Asia",91
28,"N",2018-04-11,2018-04-04,2.04e+08,21,"Isle of Man","Internet,Entertainment,Cryptocurrency,Casino & Gambling,Sports",4.1,5,4.6,"Ethereum","1",1,1,0,0,0.9,1,0,6851.256165,"Europe",7
29,"N",2017-12-25,2017-11-10,2.1e+07,4,"Russia","Sports",2.1,2.3,2.3,"Ethereum","1",1,0,0,0,0.5,1,0,12078.16194,"Europe",45
30,"N",2018-05-28,2018-05-01,0,10,"Russia","Artificial Intelligence,Big Data,Communication,Infrastructure,Platform",3,3,3.2,"Ethereum","3",1,1,0,1,0.6,1,0,8557.416068,"Europe",27
31,"N",2018-05-31,2018-04-16,1.39e+08,6,"Thailand","Education",2.4,0,0,"Ethereum","1",1,1,0,0,0,1,0,8580.306068,"Asia",45
32,"N",2017-11-03,2017-10-03,2e+07,6,"Russia","Platform,Internet,Business services",2.9,0,0,"Ethereum","2",1,1,0,0,0.33,1,0,5575.085297,"Europe",31
33,"N",2017-09-02,2017-08-11,1.5e+07,6,"Seychelles","Platform,Cryptocurrency,Entertainment,Internet,Casino & Gambling,Sports",2.4,0,0,"Ethereum","1",1,1,0,0,0,1,0,4289.671313,"Africa",22
34,"Y",2018-03-20,2018-02-20,3.5e+08,14,"Slovenia","Cryptocurrency,Internet,Tourism",3.3,4,3.5,"Ethereum","1",1,1,2,0,0.86,1,0,9824.052768,"Europe",28
35,"N",2018-06-08,2018-05-08,2e+07,9,"Latvia","Banking,Infrastructure,Software",3.8,3.7,3.9,"Ethereum","1",1,1,0,1,0.89,1,0,8009.560638,"Europe",31
36,"N",2017-11-29,2017-10-12,1.92e+08,16,"Czech Republic","Business services,Cryptocurrency",2.8,0,0,"Ethereum","1",1,0,0,1,0.69,1,0,6956.033243,"Europe",48
37,"Y",2017-11-02,2017-10-02,433494437,15,"USA","Platform,Business services",2.6,0,0,"Ethereum","2",1,1,3,1,1,1,1,5487.634048,"Americas",31
38,"Y",2017-05-31,2017-05-31,1e+09,12,"USA","Cryptocurrency",2.8,5,4.5,"Ethereum","1",1,1,3,0,0,1,1,2286.409912,"Americas",0
39,"N",2018-05-29,2018-04-15,363200000,15,"Bulgaria","Platform,Retail",3,0,0,"Ethereum","3",1,1,0,1,0.33,1,0,8624.944434,"Europe",44
40,"Y",2017-12-15,2017-11-29,3e+09,17,"Russia","Investment,Platform,Internet,Cryptocurrency",3.1,3.5,3,"Ethereum","3",1,1,0,1,0.29,1,0,14205.58887,"Europe",16
41,"Y",2018-04-30,2018-02-12,2.1e+07,13,"Estonia","Legal,Business services,Platform",4.5,4.1,4.2,"Ethereum","5",1,1,0,1,1,1,0,8909.525391,"Europe",77
42,"Y",2017-08-14,2017-07-14,6e+07,4,"USA","Business services",2.3,0,0,"Ethereum","1",1,0,0,0,0,1,0,2898.809982,"Americas",31
43,"N",2018-02-07,2017-08-20,1e+07,6,"Russia","Banking,Investment",2.1,3,2,"unknown","3",1,0,0,0,0,1,0,8791.122962,"Europe",171
44,"Y",2018-04-04,2018-03-04,5e+08,13,"Estonia","Artificial Intelligence,Banking,Cryptocurrency",4.2,4.5,3.9,"Ethereum","2",1,1,3,1,1,1,0,8592.754654,"Europe",31
45,"N",2017-07-25,2017-06-25,6.5e+07,7,"USA","Platform,Cryptocurrency,Software",2.4,0,0,"Ethereum","1",1,1,0,0,0,1,0,2482.194194,"Americas",30
46,"Y",2018-04-30,2018-04-01,185,9,"Canada","Smart Contract,Cryptocurrency",2.6,0,0,"Ethereum","2",1,1,0,0,0,1,1,8033.596631,"Americas",29
47,"Y",2018-05-31,2018-05-03,7e+08,21,"Marshall Islands","Platform,Health,Communication,Business services,Internet,Cryptocurrency,Smart Contract,Software,Infrastructure,Legal",4.4,4.7,4.2,"Ethereum","1",1,1,3,1,0.95,1,0,8400.896552,"Oceania",28
48,"Y",2018-02-13,2018-01-16,7.5e+08,11,"Singapore","Software,Tourism",4.1,4.3,3.8,"Ethereum","1",1,1,0,1,1,1,1,9991.882846,"Asia",28
49,"Y",2018-01-13,2018-01-01,1e+07,21,"Singapore","Big Data,Business services,Cryptocurrency,Platform",4.3,4.3,4.2,"Ethereum","2",1,1,0,1,0.95,1,0,15181.46146,"Asia",12
50,"N",2017-09-15,2017-09-01,8e+05,3,"Belgium","Other",1.9,0,0,"Ethereum","1",1,1,0,1,0,1,0,4227.231315,"Europe",14
51,"N",2017-12-25,2017-11-25,5e+07,9,"India","Cryptocurrency",2.9,3.2,3.1,"Ethereum","2",1,1,0,1,1,1,0,14320.43964,"Asia",30
52,"N",2018-03-31,2018-03-01,0,8,"USA","Communication,Platform,Software",3.4,3,3.2,"Ethereum","1",1,1,0,1,1,1,1,9040.557097,"Americas",30
53,"Y",2018-04-19,2018-03-19,3e+07,16,"United Arab Emirates","Platform,Cryptocurrency,Investment",4.5,4.7,4.7,"Ethereum","4",1,1,0,1,0.69,1,1,7718.290619,"Asia",31
54,"Y",2018-01-24,2017-12-21,5e+09,42,"Luxembourg","Business services,Big Data,Banking,Artificial Intelligence,Cryptocurrency,Investment,Legal,Platform,Smart Contract,Software",3.4,2.9,3.2,"Ethereum","1",1,1,3,1,0.98,1,0,13970.4743,"Europe",34
55,"Y",2017-12-19,2017-12-19,5e+08,14,"Switzerland","Platform,Cryptocurrency,Software,Internet,Infrastructure",4.1,4.6,3.8,"Ethereum","1",1,1,3,1,0,1,1,17776.69922,"Europe",0
56,"Y",2018-04-27,2018-03-27,1.5e+08,29,"Estonia","Platform,Health",4.1,4.4,4,"Ethereum","1",1,1,0,1,0.66,1,0,7806.783081,"Europe",31
57,"N",2017-11-16,2017-09-16,0,11,"Singapore","Cryptocurrency,Retail,Business services",1.5,0,0,"unknown","1",0,1,0,0,1,1,0,5429.329991,"Asia",61
58,"N",2018-01-12,2017-12-18,1e+07,6,"Singapore","Software,Cryptocurrency",1.6,2,1,"Ethereum","2",1,0,0,0,0,1,0,15273.46913,"Asia",25
59,"Y",2017-07-08,2017-06-28,10500000,13,"Sweden","Cryptocurrency",3.2,4,5,"Ethereum","1",1,1,0,1,0,1,0,2545.656383,"Europe",10
60,"N",2017-12-30,2017-12-05,2e+07,11,"Russia","Platform,Cryptocurrency",2.8,3.7,3,"Ethereum","1",1,1,0,0,0.73,1,0,15959.05386,"Europe",25
61,"N",2018-05-01,2018-04-08,86400000,8,"Hungary","Electronics,Infrastructure",2.5,0,0,"Ethereum","4",1,1,0,0,1,1,0,8397.085388,"Europe",23
62,"N",2018-05-02,2018-04-02,3e+08,6,"USA","Health,Cryptocurrency",2.5,0,0,"Ethereum","unknown",1,0,0,1,0.67,1,0,8145.761246,"Americas",30
63,"Y",2017-10-15,2017-09-15,3e+07,10,"Slovenia","Cryptocurrency,Platform,Investment",4.2,4.2,4,"Ethereum","1",1,1,0,1,0.7,1,0,4330.813555,"Europe",30
64,"Y",2017-08-14,2017-07-03,3.75e+08,16,"Slovenia","Business services,Platform",4.1,4.6,4,"Ethereum","2",1,1,0,0,0.94,1,1,2795.667429,"Europe",42
65,"N",2017-12-22,2017-11-22,0,4,"Ukraine","Platform,Business services,Investment",1.8,0,0,"Ethereum","unknown",1,0,0,0,0,1,1,13736.38837,"Europe",30
66,"Y",2018-04-05,2018-03-27,3.5e+08,15,"Estonia","Big Data,Business services,Platform,Smart Contract",4,4,4,"Ethereum","4",1,0,0,0,1,1,0,7186.671973,"Europe",9
67,"Y",2017-09-28,2017-08-31,4.5e+07,7,"Spain","Cryptocurrency,Platform,Internet,Investment,Business services,Banking,Software",2.8,0,0,"Ethereum","1",1,0,0,1,0.71,1,0,4074.024128,"Europe",28
68,"N",2017-11-10,2017-09-10,0,4,"Russia","Cryptocurrency",1.4,2,2,"Waves","unknown",0,0,0,0,0,1,0,5145.458055,"Europe",61
69,"N",2018-03-22,2018-02-20,1.05e+08,11,"Vietnam","Artificial Intelligence,Cryptocurrency,Smart Contract",2.3,0,0,"unknown","unknown",1,0,0,1,0.64,1,0,9759.847751,"Asia",30
70,"Y",2017-09-20,2017-08-21,11500000,23,"Canada","Investment",3.1,0,0,"Waves","2",1,1,3,0,0,1,1,4207.684507,"Americas",30
71,"Y",2018-03-24,2018-02-10,10350000,6,"Sweden","Education",2.8,3,3,"Ethereum","1",1,1,0,1,0.17,1,0,9701.500034,"Europe",42
72,"Y",2018-03-17,2018-03-01,1e+10,21,"Lithuania","Media",3.5,3.2,2,"Ethereum","1",1,1,0,0,0.86,0.86,0,9750.678194,"Europe",16
73,"N",2017-12-27,2017-12-01,3e+08,8,"Canada","Banking,Cryptocurrency",1.6,0,0,"Ethereum","1",0,0,0,1,0,1,0,15472.26295,"Americas",26
74,"Y",2017-10-14,2017-09-14,6e+08,13,"Austria","Entertainment,Casino & Gambling",3.7,4.5,3.9,"Ethereum","1",1,1,2,1,1,1,1,4249.418717,"Europe",30
75,"N",2018-01-30,2017-12-01,7.5e+07,12,"Estonia","Platform,Business services,Software",2.9,4,4,"Ethereum","1",1,1,0,1,0.58,1,0,14254.97707,"Europe",60
76,"N",2018-06-05,2018-04-26,7e+07,7,"Latvia","Platform",2.9,0,0,"Ethereum","1",1,0,0,0,1,1,1,8446.609268,"Europe",40
77,"N",2018-05-01,2018-04-01,6e+08,15,"Korea","Artificial Intelligence,Big Data,Cryptocurrency,Investment",2.4,0,0,"Ethereum","1",1,0,0,0,0.47,1,1,8068.609958,"Asia",30
78,"Y",2018-05-31,2018-04-15,3.5e+09,24,"Japan","Artificial Intelligence,Big Data,Business services,Cryptocurrency,Infrastructure,Platform",3,0,0,"Ethereum","1",1,1,0,0,0.44,1,0,8574.961478,"Asia",46
79,"N",2018-06-10,2018-06-06,3.2e+09,9,"Singapore","Cryptocurrency",2,0,0,"Ethereum","1",1,0,3,0,0,1,0,7455.028027,"Asia",4
80,"N",2018-05-30,2018-04-15,2.25e+09,4,"Ukraine","Artificial Intelligence,Platform",2.3,0,0,"Ethereum","1",1,0,0,0,0,1,0,8598.456946,"Europe",45
81,"Y",2017-11-30,2017-10-16,7.5e+07,19,"USA","Investment",4.1,4.2,4.1,"Ethereum","1",1,1,0,1,1,1,0,7140.763661,"Americas",45
82,"Y",2017-08-04,2017-07-06,1e+07,4,"Panama","Entertainment",3,0,0,"Waves","unknown",1,0,3,0,0,1,1,2550.760327,"Americas",29
83,"Y",2018-04-18,2018-03-21,2.5e+08,23,"Estonia","Virtual Reality",2.9,0,0,"Ethereum","1",1,0,0,0,0.43,1,1,7625.754142,"Europe",28
84,"Y",2018-02-21,2017-12-07,22440000,5,"UK","Manufacturing,Platform,Health",2.1,3,2.4,"Ethereum","5",1,0,0,0,0,1,0,13019.19264,"Europe",76
85,"Y",2017-09-30,2017-08-25,8700000,12,"USA","Platform,Tourism",2.4,3.5,3.2,"Ethereum","1",0,1,0,0,1,1,0,4142.765929,"Americas",36
86,"Y",2018-06-01,2018-03-03,24999999,22,"UK","Communication,Banking,Cryptocurrency,Investment,Other,Smart Contract,Software",4.2,4.7,4.1,"Ethereum","2",1,1,2,1,0.96,1,1,8447.803829,"Europe",90
87,"N",2017-09-30,2017-09-01,0,4,"Malaysia","Cryptocurrency",2.3,0,0,"unknown","3",1,0,2,0,0,1,0,4064.836312,"Asia",29
88,"N",2018-03-18,2018-01-18,255200,8,"Canada","Artificial Intelligence,Business services,Platform,Software",2.9,3,3,"Ethereum","1",1,1,0,1,1,1,0,9953.727393,"Americas",59
89,"Y",2017-09-08,2017-08-12,1e+09,3,"USA","Platform,Retail",2.5,0,0,"Ethereum","1",1,1,0,1,0,1,0,4344.048924,"Americas",27
90,"N",2018-06-08,2018-05-23,7,15,"Spain","Business services,Cryptocurrency,Investment,Platform,Smart Contract,Software",4.3,4.3,4.2,"Ethereum","2",1,1,0,1,0.86,1,0,7521.717084,"Europe",16
91,"N",2018-02-04,2018-01-08,5e+08,9,"USA","Platform,Tourism",2.9,3.3,3,"Ethereum","1",1,0,0,1,0,0,0,11793.99683,"Americas",27
92,"N",2018-05-19,2018-03-19,4.37e+08,11,"Slovenia","Business services,Communication,Cryptocurrency,Platform",2.6,0,0,"Ethereum","unknown",1,0,0,0,0.55,1,0,8345.616124,"Europe",61
93,"N",2017-12-29,2017-10-27,39999999,3,"Russia","Investment,Business services",1.8,2,2,"Waves","4",1,1,0,0,0,1,0,11120.22748,"Europe",63
94,"N",2018-02-25,2017-12-25,80,8,"UK","Platform,Cryptocurrency,Investment,Infrastructure,Real estate",2.4,3.5,2.7,"unknown","2",1,1,0,0,0.88,1,1,11773.24338,"Europe",62
95,"Y",2018-03-06,2018-02-04,8.55e+09,9,"Singapore","Cryptocurrency",2.4,0,0,"Ethereum","2",1,1,0,0,0.63,1,0,9852.668788,"Asia",30
96,"N",2018-03-15,2018-02-16,7.2e+07,12,"UK","Platform,Software,Communication,Infrastructure",3,0,0,"Ethereum","unknown",1,1,3,0,0.08,1,0,10214.22147,"Europe",27
97,"Y",2017-09-05,2017-09-05,1.2e+08,31,"Slovenia","Entertainment",4.3,4.7,3.9,"Ethereum","1",1,1,3,1,0.94,1,1,4376.529785,"Europe",0
98,"N",2018-03-31,2018-03-09,0,8,"UK","Business services,Software",2,0,0,"Ethereum","1",1,0,0,0,0,1,0,8413.208241,"Europe",22
99,"Y",2017-12-08,2017-11-08,3e+06,22,"Russia","Software,Platform",3.3,3,3,"Ethereum","5",1,1,0,1,0.59,1,1,9357.865124,"Europe",30
100,"N",2018-06-05,2018-04-06,2.45e+08,6,"Lithuania","Platform",2.2,1.6,1.6,"Ethereum","1",1,1,0,1,1,1,1,8294.963267,"Europe",60
101,"N",2018-03-30,2018-02-26,0,10,"Switzerland","Cryptocurrency,Platform",2.3,0,0,"Ethereum","unknown",1,1,0,0,0.9,1,0,9235.573952,"Europe",32
102,"N",2018-04-25,2018-02-15,0,12,"UK","Charity",1.4,0,0,"unknown","2",0,1,0,1,1,1,0,8880.668583,"Europe",69
103,"N",2017-12-31,2017-12-01,22000,10,"Russia","Investment,Platform,Infrastructure",2.9,3.5,4.1,"Ethereum","3",1,1,0,0,0.2,1,1,15294.27098,"Europe",30
104,"N",2018-03-29,2018-03-04,8e+08,3,"USA","Internet",2.1,0,0,"Ethereum","1",1,1,0,0,1,1,0,8956.389217,"Americas",25
105,"N",2017-10-31,2017-10-01,6.5e+07,10,"Malaysia","Real estate",2.4,2,1,"Waves","10",1,1,0,0,0.7,1,0,5360.071604,"Asia",30
106,"Y",2018-06-02,2018-05-01,4e+08,20,"Switzerland","Banking,Business services,Smart Contract",2.4,0,0,"Ethereum","3",1,0,0,1,0.95,1,1,8398.964548,"Europe",32
107,"Y",2018-02-28,2017-11-29,1.4e+07,9,"Laos","Retail,Manufacturing",3.2,3.7,3.7,"Ethereum","2",1,1,0,0,0.44,1,0,12664.27112,"Asia",91
108,"N",2017-09-15,2017-08-15,0,2,"Georgia","Business services,Platform",1.9,0,0,"unknown","unknown",1,1,0,0,0,1,0,4270.825318,"Asia",31
109,"N",2018-03-23,2018-02-23,2.5e+08,21,"Singapore","Big Data",3.1,2.8,4.1,"Ethereum","1",1,0,2,1,0,1,1,9632.268959,"Asia",28
110,"Y",2018-04-10,2018-03-20,1.5e+09,16,"UK","Cryptocurrency,Entertainment",3.7,3.8,3.5,"Ethereum","1",1,1,0,1,1,1,0,7584.876354,"Europe",21
111,"Y",2018-01-15,2018-01-15,5.1e+09,13,"China","Big Data,Platform,Artificial Intelligence,Smart Contract",3.7,3.5,3.3,"NEO","1",1,1,0,1,0.85,1,0,13819.79981,"Asia",0
112,"N",2018-02-28,2018-01-15,1e+08,6,"Canada","Cryptocurrency",2.6,2.7,2.7,"Ethereum","5",1,1,0,0,1,1,1,10216.3852,"Americas",44
113,"N",2018-02-28,2018-01-31,1782692307,24,"Germany","Platform,Retail,Business services,Internet",3.3,4,4,"Ethereum","1",1,1,0,1,0.83,1,1,9497.832132,"Europe",28
114,"Y",2017-12-15,2017-11-15,36900000,8,"Netherlands","Platform,Software,Entertainment,Media",3.5,0,0,"Ethereum","1",1,0,3,0,0.88,1,1,11581.75484,"Europe",30
115,"Y",2018-04-14,2018-03-14,3.5e+08,15,"USA","Media",4.1,4.6,4.4,"Ethereum","unknown",1,1,0,1,1,1,1,7727.727478,"Americas",31
116,"N",2018-06-10,2018-05-02,4.2e+07,12,"Luxembourg","Cryptocurrency,Investment,Software,Banking,Internet",2.3,1.8,1.3,"Ethereum","3",1,0,0,0,0.91,1,0,8204.761011,"Europe",39
117,"N",2018-03-01,2018-02-01,0,7,"Russia","Platform,Media",2.8,0,0,"Waves","unknown",1,0,3,0,0.57,1,1,9523.001111,"Europe",28
118,"N",2018-03-31,2018-03-01,6e+09,3,"USA","Platform,Smart Contract",2.1,0,0,"Ethereum","1",1,1,0,1,1,1,0,9040.557097,"Americas",30
119,"Y",2018-02-28,2017-12-05,4e+08,40,"Gibraltar","Real estate",4,4.4,3.7,"Ethereum","2",1,1,3,1,0.58,0.9,1,12790.23411,"Europe",85
120,"Y",2018-05-31,2018-05-01,4.25e+08,18,"Brazil","Business services,Cryptocurrency,Investment,Platform",4.3,4.4,4.1,"Ethereum","1",1,1,0,1,1,1,0,8450.997732,"Americas",30
121,"Y",2018-04-15,2018-04-01,9,14,"Singapore","Art,Entertainment,Media",3.2,3,3,"Ethereum","1",1,1,3,1,0.54,1,1,7219.649967,"Asia",14
122,"N",2017-10-14,2017-09-13,54600000,19,"Canada","Entertainment",3.4,3.6,3.2,"Ethereum","1",1,1,3,1,0.74,0.95,0,4237.955322,"Americas",31
123,"N",2018-05-14,2018-03-10,0,4,"Sweden","Cryptocurrency",1.7,1,1,"Ethereum","1",1,0,0,0,0,1,0,8391.677261,"Europe",65
124,"Y",2018-06-04,2018-03-28,5.5e+07,19,"UK","Internet,Infrastructure,Communication,Business services,Platform,Smart Contract,Software",4.6,4.8,4.4,"Hyperledger","3",1,1,3,1,1,1,0,8150.618539,"Europe",68
125,"N",2017-12-15,2017-11-15,1e+08,8,"Germany","Internet,Platform,Communication,Media",2.4,0,0,"Ethereum","2",1,0,0,0,0.25,1,0,11581.75484,"Europe",30
126,"Y",2017-12-17,2017-11-17,12500000,18,"Gibraltar","Platform,Cryptocurrency,Retail,Media,Entertainment,Investment",3,3.7,2.1,"Ethereum","2",1,1,0,1,0.94,1,0,12338.23778,"Europe",30
127,"Y",2017-10-20,2017-10-10,18,4,"Singapore","Cryptocurrency",3.4,3.4,2.4,"Ethereum","1",1,1,0,1,0,1,0,5532.211825,"Asia",10
128,"Y",2018-05-30,2018-03-01,3e+09,17,"USA","Business services,Tourism",2.6,0,0,"Ethereum","1",1,1,0,0,1,0.71,1,8524.746469,"Americas",90
129,"Y",2018-04-30,2018-03-21,570500000,32,"Slovenia","Artificial Intelligence,Energy,Infrastructure",4.1,3.7,4.2,"Ethereum","1",1,1,0,1,0.72,1,0,8042.337557,"Europe",40
130,"Y",2018-02-05,2018-01-15,1.1e+08,18,"Indonesia","Cryptocurrency,Infrastructure,Investment,Platform",3.4,0,0,"Ethereum","2",1,1,0,1,0,1,0,10769.53553,"Asia",21
131,"Y",2017-11-01,2017-10-01,2.4e+11,25,"Netherlands","Health",3.7,4.3,3.5,"Ethereum","1",1,1,0,1,0.85,1,1,5404.047806,"Europe",31
132,"Y",2018-04-15,2018-03-19,3.95e+08,17,"France","Banking,Artificial Intelligence,Big Data,Business services,Communication,Education,Energy,Entertainment,Health,Infrastructure,Internet,Media,Platform,Software",3.6,3.9,2.5,"Neurochain","2",1,1,0,1,1,1,1,7663.100377,"Europe",27
133,"N",2018-05-29,2018-04-15,8.5e+07,6,"UK","Cryptocurrency",2.6,0,0,"Ethereum","3",1,1,0,0,1,1,0,8624.944434,"Europe",44
134,"N",2017-12-10,2017-11-14,0,7,"UK","Banking",2.9,2,2.6,"unknown","1",1,1,2,1,1,1,0,10394.03145,"Europe",26
135,"N",2018-05-31,2018-04-02,1.5e+08,11,"UK","Business services",2.5,0,0,"Ethereum","3",1,1,0,0,1,1,0,8269.076644,"Europe",59
136,"Y",2018-05-31,2018-02-01,14250000,8,"Switzerland","Energy,Investment",3.8,0,0,"Ethereum","3",1,1,3,1,0.5,1,0,8737.184424,"Europe",119
137,"Y",2018-04-09,2018-02-12,6.5e+08,13,"UK","Internet",3.4,3,3.1,"Ethereum","4",1,1,0,1,0.62,1,1,9058.354227,"Europe",56
138,"Y",2018-01-14,2017-12-15,124500000,10,"Switzerland","Cryptocurrency,Software,Investment,Infrastructure,Manufacturing,Energy",3,3.2,3.3,"Ethereum","3",1,1,0,0,0,1,0,15535.08061,"Europe",30
139,"N",2018-04-06,2018-02-15,5e+07,2,"Germany","Platform,Cryptocurrency,Investment",2.3,1,1,"Ethereum","unknown",1,0,3,1,1,0,0,9188.261594,"Europe",50
140,"N",2018-04-11,2018-03-01,7e+07,10,"Austria","Entertainment,Media",2.1,2.3,2,"Ethereum","1",1,0,0,0,0.67,0.78,0,8486.9395,"Europe",41
141,"Y",2018-02-13,2018-01-31,1.5e+08,20,"USA","Real estate",4,4.4,3.6,"Ethereum","1",1,0,0,1,1,1,1,8520.300014,"Americas",13
142,"N",2017-11-21,2017-10-24,1e+08,11,"Mexico","Entertainment,Platform,Other",3,5,4,"Ethereum","1",1,1,0,1,1,1,0,6868.834119,"Americas",28
143,"N",2017-08-31,2017-08-01,2e+07,5,"Canada","Investment",2,0,0,"Ethereum","1",1,0,0,0,0,1,0,3880.989998,"Americas",30
144,"N",2018-03-20,2018-02-28,0,5,"Bulgaria","Cryptocurrency",2.1,0,0,"Ethereum","1",1,0,0,0,1,1,0,9615.582357,"Europe",20
145,"Y",2018-01-17,2018-01-15,2.5e+08,15,"Slovenia","Platform,Retail,Software",3.8,4.1,3.2,"Ethereum","1",1,1,3,1,1,1,0,12166.2998,"Europe",2
146,"N",2017-06-09,2017-06-09,5.5e+07,7,"USA","Cryptocurrency",2.5,5,5,"Ethereum","1",0,1,3,0,0,1,0,2823.810059,"Americas",0
147,"Y",2018-04-30,2018-03-01,5e+08,9,"Russia","Cryptocurrency,Platform,Business services,Infrastructure",2.3,0,0,"ETH","unknown",1,0,0,1,0.11,1,0,8545.330638,"Europe",60
148,"N",2018-03-31,2018-02-16,3e+07,4,"USA","Business services,Communication,Cryptocurrency,Investment,Platform",1.3,0,0,"Ethereum","1",1,0,0,0,0,0,0,9471.572077,"Americas",43
149,"N",2017-12-10,2017-11-10,3.3e+08,3,"USA","Business services,Cryptocurrency",2.4,3,2,"Ethereum","1",1,0,0,1,1,1,0,9874.972562,"Americas",30
